6.06365,5.75847,5.15911,4.41402,3.46328,2.3963,1.21642,0.00565253,-1.23751,-2.38721,-3.47757,-4.40873,-5.1665,-5.75616,-6.07373,-6.22952,-6.0715,-5.75847,-5.15911,-4.41402,-3.46328,-2.3963,-1.21642,-0.00565253,1.23751,2.38721,3.47757,4.40873,5.1665,5.75616,6.02055
6.08378,5.75972,5.15674,4.41722,3.45915,2.402,1.20761,0.0117964,-1.25136,-2.38334,-3.48807,-4.40665,-5.17135,-5.75519,-6.07493,-6.22952,-6.07056,-5.75972,-5.15674,-4.41722,-3.45915,-2.402,-1.20761,-0.0117964,1.25136,2.38334,3.48807,4.40665,5.17135,5.75519,5.99922
6.10206,5.76095,5.15563,4.42079,3.45773,2.40909,1.19974,0.0191083,-1.2697,-2.37992,-3.50173,-4.40512,-5.17694,-5.75443,-6.0761,-6.22952,-6.06986,-5.76095,-5.15563,-4.42079,-3.45773,-2.40909,-1.19974,-0.0191083,1.2697,2.37992,3.50173,4.40512,5.17694,5.75443,5.97918
6.11805,5.76204,5.15641,4.42466,3.46074,2.41843,1.19373,0.0288046,-1.29661,-2.37741,-3.51976,-4.40455,-5.18305,-5.75405,-6.07711,-6.22952,-6.06953,-5.76204,-5.15641,-4.42466,-3.46074,-2.41843,-1.19373,-0.0288046,1.29661,2.37741,3.51976,4.40455,5.18305,5.75405,5.96129
6.13151,5.76272,5.16004,4.42833,3.47183,2.43126,1.19389,0.0436524,-1.34181,-2.37746,-3.54315,-4.40571,-5.18891,-5.7543,-6.07771,-6.22952,-6.06981,-5.76272,-5.16004,-4.42833,-3.47183,-2.43126,-1.19389,-0.0436524,1.34181,2.37746,3.54315,4.40571,5.18891,5.7543,5.94635
6.1423,5.76259,5.16744,4.43043,3.49701,2.4478,1.21919,0.0719722,-1.43363,-2.38521,-3.56941,-4.40978,-5.19263,-5.75548,-6.07753,-6.22952,-6.07094,-5.76259,-5.16744,-4.43043,-3.49701,-2.4478,-1.21919,-0.0719722,1.43363,2.38521,3.56941,4.40978,5.19263,5.75548,5.93505
6.14992,5.76126,5.17804,4.42852,3.5389,2.45749,1.35573,0.147708,-1.66167,-2.41157,-3.58329,-4.41725,-5.19126,-5.75762,-6.07626,-6.22952,-6.07293,-5.76126,-5.17804,-4.42852,-3.5389,-2.45749,-1.35573,-0.147708,1.66167,2.41157,3.58329,4.41725,5.19126,5.75762,5.92795
6.15317,5.75891,5.18808,4.42161,3.57712,2.43199,1.74339,-0.136405,-1.53352,-2.44973,-3.56097,-4.42558,-5.18347,-5.76016,-6.07411,-6.22952,-6.07526,-5.75891,-5.18808,-4.42161,-3.57712,-2.43199,-1.74339,0.136405,1.53352,2.44973,3.56097,4.42558,5.18347,5.76016,5.92535
6.15059,5.75645,5.19275,4.41315,3.5796,2.39538,1.52145,-0.0995036,-1.26223,-2.45521,-3.51634,-4.43013,-5.1725,-5.76208,-6.07185,-6.22952,-6.07703,-5.75645,-5.19275,-4.41315,-3.5796,-2.39538,-1.52145,0.0995036,1.26223,2.45521,3.51634,4.43013,5.1725,5.76208,5.92726
6.14176,5.75476,5.19121,4.40731,3.55643,2.37981,1.37853,-0.0550906,-1.20079,-2.43924,-3.48225,-4.42972,-5.16325,-5.76279,-6.07026,-6.22952,-6.07774,-5.75476,-5.19121,-4.40731,-3.55643,-2.37981,-1.37853,0.0550906,1.20079,2.43924,3.48225,4.42972,5.16325,5.76279,5.93352
6.1275,5.75408,5.1861,4.40485,3.53078,2.37692,1.31587,-0.0352879,-1.19246,-2.42433,-3.46494,-4.42658,-5.1578,-5.76246,-6.06957,-6.22952,-6.07748,-5.75408,-5.1861,-4.40485,-3.53078,-2.37692,-1.31587,0.0352879,1.19246,2.42433,3.46494,4.42658,5.1578,5.76246,5.94392
6.10916,5.75418,5.17996,4.40468,3.51012,2.37849,1.28168,-0.0235428,-1.19636,-2.41341,-3.45851,-4.4227,-5.15573,-5.76153,-6.06963,-6.22952,-6.07664,-5.75418,-5.17996,-4.40468,-3.51012,-2.37849,-1.28168,0.0235428,1.19636,2.41341,3.45851,4.4227,5.15573,5.76153,5.95813
6.08799,5.75477,5.17406,4.4058,3.49444,2.38156,1.25979,-0.0152495,-1.20354,-2.40532,-3.45803,-4.41896,-5.156,-5.76034,-6.07017,-6.22952,-6.07553,-5.75477,-5.17406,-4.4058,-3.49444,-2.38156,-1.25979,0.0152495,1.20354,2.40532,3.45803,4.41896,5.156,5.76034,5.97567
6.06511,5.75565,5.16883,4.40763,3.48249,2.38523,1.24402,-0.00862784,-1.21191,-2.39902,-3.46094,-4.41557,-5.15779,-5.75909,-6.07101,-6.22952,-6.07433,-5.75565,-5.16883,-4.40763,-3.48249,-2.38523,-1.24402,0.00862784,1.21191,2.39902,3.46094,4.41557,5.15779,5.75909,5.99593
6.04152,5.7567,5.16435,4.40992,3.47324,2.38929,1.23162,-0.00279742,-1.22117,-2.39381,-3.46612,-4.41257,-5.16065,-5.75786,-6.07202,-6.22952,-6.07314,-5.7567,-5.16435,-4.40992,-3.47324,-2.38929,-1.23162,0.00279742,1.22117,2.39381,3.46612,4.41257,5.16065,5.75786,6.01816
6.01816,5.75786,5.16065,4.41257,3.46612,2.39381,1.22117,0.00279742,-1.23162,-2.38929,-3.47324,-4.40992,-5.16435,-5.7567,-6.07314,-6.22952,-6.07202,-5.75786,-5.16065,-4.41257,-3.46612,-2.39381,-1.22117,-0.00279742,1.23162,2.38929,3.47324,4.40992,5.16435,5.7567,6.04152
