5.99593,5.75909,5.15779,4.41557,3.46094,2.39902,1.21191,0.00862784,-1.24402,-2.38523,-3.48249,-4.40763,-5.16883,-5.75565,-6.07433,-6.22952,-6.07101,-5.75909,-5.15779,-4.41557,-3.46094,-2.39902,-1.21191,-0.00862784,1.24402,2.38523,3.48249,4.40763,5.16883,5.75565,6.06511
5.97567,5.76034,5.156,4.41896,3.45803,2.40532,1.20354,0.0152495,-1.25979,-2.38156,-3.49444,-4.4058,-5.17406,-5.75477,-6.07553,-6.22952,-6.07017,-5.76034,-5.156,-4.41896,-3.45803,-2.40532,-1.20354,-0.0152495,1.25979,2.38156,3.49444,4.4058,5.17406,5.75477,6.08799
5.95813,5.76153,5.15573,4.4227,3.45851,2.41341,1.19636,0.0235428,-1.28168,-2.37849,-3.51012,-4.40468,-5.17996,-5.75418,-6.07664,-6.22952,-6.06963,-5.76153,-5.15573,-4.4227,-3.45851,-2.41341,-1.19636,-0.0235428,1.28168,2.37849,3.51012,4.40468,5.17996,5.75418,6.10916
5.94392,5.76246,5.1578,4.42658,3.46494,2.42433,1.19246,0.0352879,-1.31587,-2.37692,-3.53078,-4.40485,-5.1861,-5.75408,-6.07748,-6.22952,-6.06957,-5.76246,-5.1578,-4.42658,-3.46494,-2.42433,-1.19246,-0.0352879,1.31587,2.37692,3.53078,4.40485,5.1861,5.75408,6.1275
5.93352,5.76279,5.16325,4.42972,3.48225,2.43924,1.20079,0.0550906,-1.37853,-2.37981,-3.55643,-4.40731,-5.19121,-5.75476,-6.07774,-6.22952,-6.07026,-5.76279,-5.16325,-4.42972,-3.48225,-2.43924,-1.20079,-0.0550906,1.37853,2.37981,3.55643,4.40731,5.19121,5.75476,6.14176
5.92726,5.76208,5.1725,4.43013,3.51634,2.45521,1.26223,0.0995036,-1.52145,-2.39538,-3.5796,-4.41315,-5.19275,-5.75645,-6.07703,-6.22952,-6.07185,-5.76208,-5.1725,-4.43013,-3.51634,-2.45521,-1.26223,-0.0995036,1.52145,2.39538,3.5796,4.41315,5.19275,5.75645,6.15059
5.92535,5.76016,5.18347,4.42558,3.56097,2.44973,1.53352,0.136405,-1.74339,-2.43199,-3.57712,-4.42161,-5.18808,-5.75891,-6.07526,-6.22952,-6.07411,-5.76016,-5.18347,-4.42558,-3.56097,-2.44973,-1.53352,-0.136405,1.74339,2.43199,3.57712,4.42161,5.18808,5.75891,6.15317
5.92795,5.75762,5.19126,4.41725,3.58329,2.41157,1.66167,-0.147708,-1.35573,-2.45749,-3.5389,-4.42852,-5.17804,-5.76126,-6.07293,-6.22952,-6.07626,-5.75762,-5.19126,-4.41725,-3.58329,-2.41157,-1.66167,0.147708,1.35573,2.45749,3.5389,4.42852,5.17804,5.76126,6.14992
5.93505,5.75548,5.19263,4.40978,3.56941,2.38521,1.43363,-0.0719722,-1.21919,-2.4478,-3.49701,-4.43043,-5.16744,-5.76259,-6.07094,-6.22952,-6.07753,-5.75548,-5.19263,-4.40978,-3.56941,-2.38521,-1.43363,0.0719722,1.21919,2.4478,3.49701,4.43043,5.16744,5.76259,6.1423
5.94635,5.7543,5.18891,4.40571,3.54315,2.37746,1.34181,-0.0436524,-1.19389,-2.43126,-3.47183,-4.42833,-5.16004,-5.76272,-6.06981,-6.22952,-6.07771,-5.7543,-5.18891,-4.40571,-3.54315,-2.37746,-1.34181,0.0436524,1.19389,2.43126,3.47183,4.42833,5.16004,5.76272,6.13151
5.96129,5.75405,5.18305,4.40455,3.51976,2.37741,1.29661,-0.0288046,-1.19373,-2.41843,-3.46074,-4.42466,-5.15641,-5.76204,-6.06953,-6.22952,-6.07711,-5.75405,-5.18305,-4.40455,-3.51976,-2.37741,-1.29661,0.0288046,1.19373,2.41843,3.46074,4.42466,5.15641,5.76204,6.11805
5.97918,5.75443,5.17694,4.40512,3.50173,2.37992,1.2697,-0.0191083,-1.19974,-2.40909,-3.45773,-4.42079,-5.15563,-5.76095,-6.06986,-6.22952,-6.0761,-5.75443,-5.17694,-4.40512,-3.50173,-2.37992,-1.2697,0.0191083,1.19974,2.40909,3.45773,4.42079,5.15563,5.76095,6.10206
5.99922,5.75519,5.17135,4.40665,3.48807,2.38334,1.25136,-0.0117964,-1.20761,-2.402,-3.45915,-4.41722,-5.15674,-5.75972,-6.07056,-6.22952,-6.07493,-5.75519,-5.17135,-4.40665,-3.48807,-2.38334,-1.25136,0.0117964,1.20761,2.402,3.45915,4.41722,5.15674,5.75972,6.08378
6.02055,5.75616,5.1665,4.40873,3.47757,2.38721,1.23751,-0.00565253,-1.21642,-2.3963,-3.46328,-4.41402,-5.15911,-5.75847,-6.0715,-6.22952,-6.07373,-5.75616,-5.1665,-4.40873,-3.47757,-2.38721,-1.23751,0.00565253,1.21642,2.3963,3.46328,4.41402,5.15911,5.75847,6.06365
6.04231,5.75727,5.1624,4.4112,3.46944,2.39148,1.22621,5.31086e-16,-1.22621,-2.39148,-3.46944,-4.4112,-5.1624,-5.75727,-6.07257,-6.22952,-6.07257,-5.75727,-5.1624,-4.4112,-3.46944,-2.39148,-1.22621,4.60274e-16,1.22621,2.39148,3.46944,4.4112,5.1624,5.75727,6.04231
